timestamp,key-name,key-char,key-vk,event-type,duration
1728382751.014305,space,,49,key down,
1728382751.072772,space,,49,key up,0.05846691131591797
1728382751.836756,space,,49,key down,
1728382751.8807292,space,,49,key up,0.04397320747375488
1728382751.987039,space,,49,key down,
1728382752.038913,space,,49,key up,0.05187392234802246
1728382752.1510668,space,,49,key down,
1728382752.248512,space,,49,key up,0.09744524955749512
1728382752.557121,space,,49,key down,
1728382752.620192,space,,49,key up,0.06307101249694824
1728382752.643115,space,,49,key down,
1728382752.7073028,space,,49,key up,0.06418776512145996
1728382752.7779899,space,,49,key down,
1728382752.8273978,space,,49,key up,0.049407958984375
1728382752.848474,space,,49,key down,
1728382752.9039319,space,,49,key up,0.05545783042907715
1728382753.0296772,space,,49,key down,
1728382753.073344,space,,49,key up,0.043666839599609375
1728382753.2092001,space,,49,key down,
1728382753.2371252,space,,49,key up,0.02792501449584961
1728382753.2895832,space,,49,key down,
1728382753.341461,space,,49,key up,0.051877737045288086
1728382753.376399,space,,49,key down,
1728382753.416805,space,,49,key up,0.040405988693237305
1728382753.457657,space,,49,key down,
1728382753.5155358,space,,49,key up,0.057878732681274414
1728382753.552881,space,,49,key down,
1728382753.605068,space,,49,key up,0.05218696594238281
1728382753.677721,space,,49,key down,
1728382753.697717,space,,49,key up,0.019995927810668945
1728382753.742539,space,,49,key down,
1728382753.784537,space,,49,key up,0.04199814796447754
1728382753.9171999,space,,49,key down,
1728382753.953116,space,,49,key up,0.03591609001159668
1728382754.0835142,space,,49,key down,
1728382754.0992541,space,,49,key up,0.015739917755126953
1728382754.1575491,space,,49,key down,
1728382754.2173839,space,,49,key up,0.05983471870422363
1728382754.7682922,space,,49,key down,
1728382754.8241541,space,,49,key up,0.0558619499206543
1728382754.91139,space,,49,key down,
1728382754.971318,space,,49,key up,0.059927940368652344
1728382755.065527,space,,49,key down,
1728382755.1216269,space,,49,key up,0.056099891662597656
1728382755.228199,space,,49,key down,
1728382755.3162382,space,,49,key up,0.08803915977478027
1728382755.5440671,space,,49,key down,
1728382755.5918221,space,,49,key up,0.04775500297546387
1728382755.678041,space,,49,key down,
1728382755.7340539,space,,49,key up,0.056012868881225586
1728382755.836443,space,,49,key down,
1728382755.8884149,space,,49,key up,0.0519719123840332
1728382755.985226,space,,49,key down,
1728382756.041467,space,,49,key up,0.05624103546142578
1728382756.14276,space,,49,key down,
1728382756.1992571,space,,49,key up,0.05649709701538086
1728382756.685212,space,,49,key down,
1728382756.745136,space,,49,key up,0.05992412567138672
1728382756.908894,space,,49,key down,
1728382756.968802,space,,49,key up,0.05990791320800781
1728382757.10676,space,,49,key down,
1728382757.1794481,space,,49,key up,0.07268810272216797
1728382757.39576,space,,49,key down,
1728382757.491771,space,,49,key up,0.09601092338562012
1728382757.761927,space,,49,key down,
1728382757.8544252,space,,49,key up,0.0924983024597168
1728382757.890273,space,,49,key down,
1728382757.9622982,space,,49,key up,0.07202506065368652
1728382758.0322418,space,,49,key down,
1728382758.096309,space,,49,key up,0.06406712532043457
1728382758.154592,space,,49,key down,
1728382758.226479,space,,49,key up,0.07188701629638672
1728382758.260299,space,,49,key down,
1728382758.340632,space,,49,key up,0.08033299446105957
1728382758.400702,space,,49,key down,
1728382758.4846752,space,,49,key up,0.08397316932678223
1728382758.836946,space,,49,key down,
1728382758.908994,space,,49,key up,0.07204794883728027
1728382759.040224,space,,49,key down,
1728382759.1082199,space,,49,key up,0.06799578666687012
1728382759.252408,space,,49,key down,
1728382759.3245492,space,,49,key up,0.07214117050170898
1728382759.55938,space,,49,key down,
1728382759.6192188,space,,49,key up,0.05983877182006836
1728382759.7231,space,,49,key down,
1728382759.787439,space,,49,key up,0.06433916091918945
1728382759.875679,space,,49,key down,
1728382759.939755,space,,49,key up,0.06407594680786133
1728382760.020637,space,,49,key down,
1728382760.0847301,space,,49,key up,0.06409311294555664
1728382760.152529,space,,49,key down,
1728382760.216483,space,,49,key up,0.06395411491394043
1728382760.2883441,space,,49,key down,
1728382760.356145,space,,49,key up,0.06780076026916504
1728382760.4362571,space,,49,key down,
1728382760.4922712,space,,49,key up,0.056014060974121094
1728382760.581589,space,,49,key down,
1728382760.649733,space,,49,key up,0.06814408302307129
1728382760.746729,space,,49,key down,
1728382760.806684,space,,49,key up,0.05995512008666992
1728382760.8989272,space,,49,key down,
1728382760.962873,space,,49,key up,0.06394577026367188
1728382761.073227,space,,49,key down,
1728382761.13737,space,,49,key up,0.06414318084716797
1728382761.240125,space,,49,key down,
1728382761.326356,space,,49,key up,0.08623099327087402
1728382761.761622,space,,49,key down,
1728382761.8295748,space,,49,key up,0.06795287132263184
1728382762.349938,space,,49,key down,
1728382762.39785,space,,49,key up,0.0479121208190918
1728382762.4894872,space,,49,key down,
1728382762.554146,space,,49,key up,0.06465888023376465
1728382762.660311,space,,49,key down,
1728382762.7201762,space,,49,key up,0.05986523628234863
1728382762.8457868,space,,49,key down,
1728382762.9358878,space,,49,key up,0.09010100364685059
1728382763.13084,space,,49,key down,
1728382763.2027829,space,,49,key up,0.07194280624389648
1728382763.538976,space,,49,key down,
1728382763.5910242,space,,49,key up,0.0520482063293457
1728382763.645819,space,,49,key down,
1728382763.71383,space,,49,key up,0.06801104545593262
1728382763.760799,space,,49,key down,
1728382763.824796,space,,49,key up,0.06399703025817871
1728382763.8802922,space,,49,key down,
1728382763.924182,space,,49,key up,0.043889760971069336
1728382763.9805381,space,,49,key down,
1728382764.0046709,space,,49,key up,0.024132728576660156
1728382764.0640929,space,,49,key down,
1728382764.116,space,,49,key up,0.05190706253051758
1728382764.164957,space,,49,key down,
1728382764.2130299,space,,49,key up,0.04807281494140625
1728382764.2799768,space,,49,key down,
1728382764.351816,space,,49,key up,0.0718390941619873
1728382764.5882182,space,,49,key down,
1728382764.6481202,space,,49,key up,0.05990195274353027
1728382764.801384,space,,49,key down,
1728382764.857437,space,,49,key up,0.05605292320251465
1728382764.978493,space,,49,key down,
1728382765.038603,space,,49,key up,0.06011009216308594
1728382765.325639,space,,49,key down,
1728382765.3856099,space,,49,key up,0.059970855712890625
1728382765.488123,space,,49,key down,
1728382765.528047,space,,49,key up,0.03992414474487305
1728382765.617186,space,,49,key down,
1728382765.6786501,space,,49,key up,0.06146407127380371
1728382765.775834,space,,49,key down,
1728382765.831711,space,,49,key up,0.055876970291137695
1728382765.932954,space,,49,key down,
1728382765.9887922,space,,49,key up,0.05583810806274414
1728382766.092968,space,,49,key down,
1728382766.160903,space,,49,key up,0.06793498992919922
1728382766.2663171,space,,49,key down,
1728382766.33024,space,,49,key up,0.06392288208007812
1728382766.7273831,space,,49,key down,
1728382766.783231,space,,49,key up,0.055847883224487305
1728382766.868011,space,,49,key down,
1728382766.9317708,space,,49,key up,0.06375980377197266
1728382767.0238268,space,,49,key down,
1728382767.082058,space,,49,key up,0.05823111534118652
1728382767.16717,space,,49,key down,
1728382767.231234,space,,49,key up,0.06406402587890625
1728382767.324862,space,,49,key down,
1728382767.380877,space,,49,key up,0.0560150146484375
1728382767.4818041,space,,49,key down,
1728382767.5371509,space,,49,key up,0.05534672737121582
1728382767.6407151,space,,49,key down,
1728382767.6968808,space,,49,key up,0.05616569519042969
1728382767.801326,space,,49,key down,
1728382767.857276,space,,49,key up,0.05594992637634277
1728382767.950927,space,,49,key down,
1728382768.018856,space,,49,key up,0.06792902946472168
1728382768.563092,space,,49,key down,
1728382768.6189911,space,,49,key up,0.05589914321899414
1728382768.716227,space,,49,key down,
1728382768.7761211,space,,49,key up,0.05989408493041992
1728382768.872448,space,,49,key down,
1728382768.9365172,space,,49,key up,0.06406927108764648
1728382769.0320609,space,,49,key down,
1728382769.092109,space,,49,key up,0.06004810333251953
1728382769.181484,space,,49,key down,
1728382769.2428212,space,,49,key up,0.06133723258972168
1728382769.3255,space,,49,key down,
1728382769.393492,space,,49,key up,0.06799197196960449
1728382769.489964,space,,49,key down,
1728382769.5539498,space,,49,key up,0.06398582458496094
1728382769.649409,space,,49,key down,
1728382769.70536,space,,49,key up,0.05595088005065918
1728382769.808301,space,,49,key down,
1728382769.8801768,space,,49,key up,0.07187581062316895
1728382770.439553,space,,49,key down,
1728382770.511542,space,,49,key up,0.07198905944824219
1728382770.955047,space,,49,key down,
1728382771.018802,space,,49,key up,0.06375503540039062
1728382771.058769,space,,49,key down,
1728382771.139046,space,,49,key up,0.0802769660949707
1728382771.169803,space,,49,key down,
1728382771.232328,space,,49,key up,0.06252503395080566
1728382771.278955,space,,49,key down,
1728382771.339065,space,,49,key up,0.06011009216308594
1728382771.3748312,space,,49,key down,
1728382771.423233,space,,49,key up,0.048401832580566406
1728382771.46058,space,,49,key down,
1728382771.504896,space,,49,key up,0.04431581497192383
1728382771.5563588,space,,49,key down,
1728382771.5723798,space,,49,key up,0.016021013259887695
1728382771.623313,space,,49,key down,
1728382771.6760352,space,,49,key up,0.05272221565246582
1728382771.73023,space,,49,key down,
1728382771.8022678,space,,49,key up,0.0720376968383789
1728382771.88019,space,,49,key down,
1728382771.940126,space,,49,key up,0.0599360466003418
1728382772.459327,space,,49,key down,
1728382772.515046,space,,49,key up,0.05571889877319336
1728382772.6045492,space,,49,key down,
1728382772.664337,space,,49,key up,0.059787750244140625
1728382772.7688022,space,,49,key down,
1728382772.8287559,space,,49,key up,0.05995368957519531
1728382772.929423,space,,49,key down,
1728382772.989198,space,,49,key up,0.05977487564086914
1728382773.0925498,space,,49,key down,
1728382773.156543,space,,49,key up,0.06399321556091309
1728382773.611233,space,,49,key down,
1728382773.679498,space,,49,key up,0.06826496124267578
1728382773.7435389,space,,49,key down,
1728382773.794144,space,,49,key up,0.050605058670043945
1728382773.81741,space,,49,key down,
1728382773.869329,space,,49,key up,0.051918983459472656
1728382773.921929,space,,49,key down,
1728382773.968222,space,,49,key up,0.046293020248413086
1728382773.994068,space,,49,key down,
1728382774.0500858,space,,49,key up,0.05601787567138672
1728382774.099552,space,,49,key down,
1728382774.155712,space,,49,key up,0.05615997314453125
1728382774.1957939,space,,49,key down,
1728382774.236066,space,,49,key up,0.04027223587036133
1728382774.274143,space,,49,key down,
1728382774.3225331,space,,49,key up,0.04839015007019043
1728382774.372651,space,,49,key down,
1728382774.412864,space,,49,key up,0.04021286964416504
1728382774.440191,space,,49,key down,
1728382774.483408,space,,49,key up,0.04321694374084473
1728382774.538532,space,,49,key down,
1728382774.586439,space,,49,key up,0.04790687561035156
1728382774.614919,space,,49,key down,
1728382774.674836,space,,49,key up,0.05991697311401367
1728382775.3219259,space,,49,key down,
1728382775.3858602,space,,49,key up,0.063934326171875
1728382775.478424,space,,49,key down,
1728382775.542783,space,,49,key up,0.06435894966125488
1728382775.635038,space,,49,key down,
1728382775.698797,space,,49,key up,0.06375908851623535
1728382775.7902699,space,,49,key down,
1728382775.850464,space,,49,key up,0.06019425392150879
1728382775.950861,space,,49,key down,
1728382776.022768,space,,49,key up,0.07190704345703125
1728382776.110535,space,,49,key down,
1728382776.178514,space,,49,key up,0.06797909736633301
1728382776.2633548,space,,49,key down,
1728382776.331419,space,,49,key up,0.06806421279907227
1728382776.4145951,space,,49,key down,
1728382776.484305,space,,49,key up,0.06970977783203125
1728382776.575613,space,,49,key down,
1728382776.6472802,space,,49,key up,0.07166719436645508
1728382776.8572092,space,,49,key down,
1728382776.924254,space,,49,key up,0.06704473495483398
1728382776.999386,space,,49,key down,
1728382777.036227,space,,49,key up,0.03684091567993164
1728382777.077844,space,,49,key down,
1728382777.125843,space,,49,key up,0.04799914360046387
1728382777.257787,space,,49,key down,
1728382777.309741,space,,49,key up,0.051954030990600586
1728382777.4187992,space,,49,key down,
1728382777.470598,space,,49,key up,0.05179882049560547
1728382777.533077,space,,49,key down,
1728382777.5811489,space,,49,key up,0.048071861267089844
1728382777.832754,space,,49,key down,
1728382777.892631,space,,49,key up,0.05987715721130371
1728382777.986968,space,,49,key down,
1728382778.057287,space,,49,key up,0.07031893730163574
1728382778.157044,space,,49,key down,
1728382778.220011,space,,49,key up,0.06296706199645996
1728382778.318644,space,,49,key down,
1728382778.38023,space,,49,key up,0.06158590316772461
1728382778.484232,space,,49,key down,
1728382778.556225,space,,49,key up,0.07199311256408691
1728382778.998614,space,,49,key down,
1728382779.058491,space,,49,key up,0.05987691879272461
1728382779.151886,space,,49,key down,
1728382779.181822,space,,49,key up,0.02993607521057129
1728382779.208843,space,,49,key down,
1728382779.268942,space,,49,key up,0.060099124908447266
1728382779.387305,space,,49,key down,
1728382779.47515,space,,49,key up,0.0878450870513916
1728382779.533262,space,,49,key down,
1728382779.5972412,space,,49,key up,0.0639791488647461
1728382779.618798,space,,49,key down,
1728382779.6989791,space,,49,key up,0.08018112182617188
1728382779.72506,space,,49,key down,
1728382779.788908,space,,49,key up,0.06384801864624023
1728382779.825984,space,,49,key down,
1728382779.8782258,space,,49,key up,0.05224180221557617
1728382779.9215848,space,,49,key down,
1728382779.97781,space,,49,key up,0.05622506141662598
1728382780.093447,space,,49,key down,
1728382780.133471,space,,49,key up,0.0400240421295166
1728382780.181966,space,,49,key down,
1728382780.217222,space,,49,key up,0.03525590896606445
1728382780.263052,space,,49,key down,
1728382780.285815,space,,49,key up,0.02276301383972168
1728382780.340003,space,,49,key down,
1728382780.396262,space,,49,key up,0.0562589168548584
1728382781.253558,space,,49,key down,
1728382781.3012218,space,,49,key up,0.04766392707824707
1728382781.400071,space,,49,key down,
1728382781.4540339,space,,49,key up,0.05396294593811035
1728382781.5675452,space,,49,key down,
1728382781.635625,space,,49,key up,0.06807971000671387
1728382782.002976,space,,49,key down,
1728382782.062987,space,,49,key up,0.06001114845275879
1728382782.131138,space,,49,key down,
1728382782.186253,space,,49,key up,0.0551149845123291
1728382782.213472,space,,49,key down,
1728382782.282815,space,,49,key up,0.06934309005737305
1728382782.317508,space,,49,key down,
1728382782.3736792,space,,49,key up,0.05617117881774902
1728382782.426135,space,,49,key down,
1728382782.5463,space,,49,key up,0.12016487121582031
1728382782.6228101,space,,49,key down,
1728382782.750806,space,,49,key up,0.12799596786499023
1728382782.84104,space,,49,key down,
1728382782.972239,space,,49,key up,0.13119912147521973
1728382783.206958,space,,49,key down,
1728382783.279592,space,,49,key up,0.07263398170471191
1728382783.53514,space,,49,key down,
1728382783.599212,space,,49,key up,0.0640718936920166
1728382783.758973,space,,49,key down,
1728382783.842892,space,,49,key up,0.08391904830932617
1728382784.1369238,space,,49,key down,
1728382784.620099,space,,49,key up,0.48317527770996094
1728382785.020809,space,,49,key down,
1728382785.064752,space,,49,key up,0.043943166732788086
1728382785.178061,space,,49,key down,
1728382785.23388,space,,49,key up,0.055819034576416016
1728382785.287832,space,,49,key down,
1728382785.339114,space,,49,key up,0.05128192901611328
1728382785.401962,space,,49,key down,
1728382785.4464908,space,,49,key up,0.04452872276306152
1728382785.473834,space,,49,key down,
1728382785.5381188,space,,49,key up,0.0642848014831543
1728382785.601951,space,,49,key down,
1728382785.6561012,space,,49,key up,0.05415034294128418
1728382785.679764,space,,49,key down,
1728382785.747654,space,,49,key up,0.06788992881774902
1728382785.807845,space,,49,key down,
1728382785.963867,space,,49,key up,0.1560218334197998
1728382786.028415,space,,49,key down,
1728382786.108502,space,,49,key up,0.08008694648742676
1728382786.624563,space,,49,key down,
1728382786.8269818,space,,49,key up,0.20241880416870117
1728382787.213612,space,,49,key down,
1728382787.265545,space,,49,key up,0.05193281173706055
1728382787.3607419,space,,49,key down,
1728382787.42462,space,,49,key up,0.06387805938720703
1728382787.538075,space,,49,key down,
1728382787.608366,space,,49,key up,0.07029104232788086
1728382787.724434,space,,49,key down,
1728382787.808397,space,,49,key up,0.08396315574645996
1728382788.099364,space,,49,key down,
1728382788.163361,space,,49,key up,0.06399703025817871
1728382788.40704,space,,49,key down,
1728382788.470836,space,,49,key up,0.06379580497741699
1728382788.5310788,space,,49,key down,
1728382788.554162,space,,49,key up,0.023083209991455078
1728382788.6177762,space,,49,key down,
1728382788.6827142,space,,49,key up,0.06493806838989258
1728382788.7212071,space,,49,key down,
1728382788.813096,space,,49,key up,0.0918889045715332
1728382788.853525,space,,49,key down,
1728382788.909247,space,,49,key up,0.05572199821472168
1728382788.958569,space,,49,key down,
1728382789.027871,space,,49,key up,0.06930184364318848
1728382789.0495071,space,,49,key down,
1728382789.112912,space,,49,key up,0.06340479850769043
1728382789.157009,space,,49,key down,
1728382789.2439098,space,,49,key up,0.08690094947814941
1728382789.573691,space,,49,key down,
1728382789.6335108,space,,49,key up,0.059819936752319336
1728382789.743306,space,,49,key down,
1728382789.7993321,space,,49,key up,0.05602622032165527
1728382789.921997,space,,49,key down,
1728382789.982302,space,,49,key up,0.060304880142211914
1728382790.10971,space,,49,key down,
1728382790.17348,space,,49,key up,0.06377005577087402
1728382790.307051,space,,49,key down,
1728382790.370879,space,,49,key up,0.0638279914855957
1728382791.075658,space,,49,key down,
1728382791.139607,space,,49,key up,0.0639488697052002
1728382791.5703511,space,,49,key down,
1728382791.6302998,space,,49,key up,0.05994868278503418
1728382791.918814,space,,49,key down,
1728382791.982662,space,,49,key up,0.06384801864624023
1728382792.138483,space,,49,key down,
1728382792.218712,space,,49,key up,0.08022904396057129
1728382792.353813,space,,49,key down,
1728382792.4217641,space,,49,key up,0.06795120239257812
1728382792.5412,space,,49,key down,
1728382792.613485,space,,49,key up,0.07228517532348633
1728382792.7446332,space,,49,key down,
1728382792.856631,space,,49,key up,0.11199784278869629
1728382793.1469572,space,,49,key down,
1728382793.230876,space,,49,key up,0.08391880989074707
1728382793.918497,space,,49,key down,
1728382794.005644,space,,49,key up,0.08714699745178223
1728382794.055624,space,,49,key down,
1728382794.1157498,space,,49,key up,0.06012582778930664
1728382794.163902,space,,49,key down,
1728382794.25221,space,,49,key up,0.08830785751342773
1728382794.283273,space,,49,key down,
1728382794.3456798,space,,49,key up,0.06240677833557129
1728382794.396779,space,,49,key down,
1728382794.468524,space,,49,key up,0.07174491882324219
1728382794.5074291,space,,49,key down,
1728382794.575319,space,,49,key up,0.06788992881774902
1728382794.610639,space,,49,key down,
1728382794.682644,space,,49,key up,0.07200479507446289
1728382794.73614,space,,49,key down,
1728382794.794519,space,,49,key up,0.05837893486022949
1728382794.833333,space,,49,key down,
1728382794.929584,space,,49,key up,0.09625101089477539
1728382794.974155,space,,49,key down,
1728382795.073705,space,,49,key up,0.09955000877380371
1728382795.102747,space,,49,key down,
1728382795.180883,space,,49,key up,0.07813596725463867
1728382795.658526,space,,49,key down,
1728382795.706432,space,,49,key up,0.04790616035461426
1728382795.814181,space,,49,key down,
1728382795.874026,space,,49,key up,0.059844970703125
1728382795.9987478,space,,49,key down,
1728382796.0507011,space,,49,key up,0.05195331573486328
1728382796.164255,space,,49,key down,
1728382796.224264,space,,49,key up,0.060009002685546875
1728382796.3416,space,,49,key down,
1728382796.409496,space,,49,key up,0.06789612770080566
1728382796.76816,space,,49,key down,
1728382796.838159,space,,49,key up,0.06999897956848145
1728382797.3113542,space,,49,key down,
1728382797.375207,space,,49,key up,0.06385278701782227
1728382797.519681,space,,49,key down,
1728382797.591365,space,,49,key up,0.07168412208557129
1728382797.727882,space,,49,key down,
1728382797.807768,space,,49,key up,0.07988619804382324
1728382798.223583,space,,49,key down,
1728382798.316534,space,,49,key up,0.09295105934143066
1728382798.704216,space,,49,key down,
1728382798.758367,space,,49,key up,0.054151058197021484
1728382798.852685,space,,49,key down,
1728382798.916542,space,,49,key up,0.0638570785522461
1728382799.027348,space,,49,key down,
1728382799.087282,space,,49,key up,0.05993390083312988
1728382799.197972,space,,49,key down,
1728382799.256393,space,,49,key up,0.05842089653015137
1728382799.360325,space,,49,key down,
1728382799.412398,space,,49,key up,0.052073001861572266
1728382799.5267148,space,,49,key down,
1728382799.5906508,space,,49,key up,0.06393599510192871
1728382799.705655,space,,49,key down,
1728382799.785092,space,,49,key up,0.0794370174407959
1728382799.9851038,space,,49,key down,
1728382800.049369,space,,49,key up,0.06426525115966797
1728382800.213792,space,,49,key down,
1728382800.281131,space,,49,key up,0.06733894348144531
1728382800.4305139,space,,49,key down,
1728382800.502445,space,,49,key up,0.07193112373352051
1728382800.6369972,space,,49,key down,
1728382800.7089128,space,,49,key up,0.0719156265258789
1728382801.02723,space,,49,key down,
1728382801.0871701,space,,49,key up,0.05994009971618652
1728382801.187809,space,,49,key down,
